title,isbn10,isbn13
Cloth and Human Experience (Smithsonian Series in Ethnographic Inquiry),0874749956,9780874749953
Research Methods for the Fashion Industry,1563676338,9781563676338
"WWD: 100 Years, 100 Designers",1609012526,9781609012526
Wuthering Heights (Cliffs Notes),0822013932,9780822013938
The New Testament Cliffs Notes,0822008807,9780822008804
Plato's the Republic: Notes,0822011298,0049086011296
Schaum's Outline of Electrical Power Systems,0070459177,9780070459175
"The Rhetoric of Agitation and Control, Third Edition",1577666143,9781577666141
Self in Social Psychology: Key Readings (Key Readings in Social Psychology),086377573X,9780863775734
Taking Sides: Clashing Views in Drugs and Society,1259922790,9781259922794
Brooks/Cole Empowerment Series: Psychopathology: A Competency-Based Assessment Model for Social Workers,0840029152,9780840029157
Social Worker as Researcher: Integrating Research with Advocacy,0205594948,9780205594948
Multicultural Psychology,1538101114,9781538101117
Psychology of Emotion (Principles of Social Psychology),1848725124,9781848725126
Automotive Air Conditioning and Climate Control Systems,0750669551,9780750669559
Counseling Theories: Essential Concepts and Applications,0131138456,9780131138452
Thinking and Acting Like an Eclectic School Counselor,1412966477,9781412966474
"Mentor: Guiding the Journey of Adult Learners (with New Foreword, Introduction, and Afterword)",1118342844,9781118342848
Getting a PhD in Economics,0812222881,9780812222883
Transforming School Leadership with ISLLC and ELCC,1596670347,9781596670341
What Therapists Say and Why They Say It: Effective Therapeutic Responses and Techniques,0205484778,9780205484775
Illustrated Encyclopedia of World Costume (Dover Fashion and Costumes),0486433803,9780486433806
Textiles: Basics and TFC Swatch Kit,0133055116,9780133055115
Shocking! The Art and Fashion of Elsa Schiaparelli,0300100663,9780300100662
Sport Funding and Finance: Second edition (Sport Management Series),041583984X,9780415839846
Network+ Certification For Dummies,0764516213,9780764516214
Essential Social Psychology (Sage Edge),1446270777,9781446270776
Group Processes: Dynamics Within and Between Groups,0631184961,9780631184966
"Gender: Psychological Perspectives, Seventh Edition",1138182346,9781138182349
"Handbook of Personality, Third Edition: Theory and Research",1609180593,9781609180591
Research Methods for Social Psychology,1118406052,9781118406052
The Student's Guide to Social Neuroscience,1138908622,9781138908628
Hurting the One You Love: Violence in Relationships,0534633161,9780534633165
International Dimensions of Organizational Behavior,0324360746,8601419576876
"Refrigeration Principles, Practices, and Performance",1418060976,0001418060976
"Heat Pipes: Theory, Design and Applications",0750667540,9780750667548
"Air-cooled Heat Exchangers And Cooling Towers: Thermal-flower Performance Evaluation And Design, Vol. 2",1593700199,9781593700195
Steam and Hot Water Primer,1428360727,9781428360723
"Natural Ventilation of Buildings: Theory, Measurement and Design",047066035X,9780470660355
Quality Lighting for High Performance Buildings,1466501308,9781466501300
Ventilation of Buildings,0415270561,9780415270564
Air Conditioning Principles and Systems (3rd Edition),0135053064,9780135053065
NATEF Correlated Task Sheets for Automotive Heating and Air Conditioning (Professional Technician),0132540479,9780132540476
Choices for College Success (3rd Edition),0321908694,9780321908698
Developing Multicultural Counseling Competence: A Systems Approach (The Merrill Counseling Series),0132432412,9780132432412
Argumentation and Critical Decision Making (6th Edition),0205417930,9780205417933
The College Experience Compact,0321856910,9780321856913
Comparative Economics in a Transforming World Economy (The MIT Press),0262037335,9780262037334
"Black Greek 101: The Culture, Customs, and Challenges of Black Fraternities and Sororities",0838640249,9780838640241
Searching for Higher Education Leadership: Advice for Candidates and Search Committees (The ACE Series on Higher Education),1607095661,9781607095668
Consumer Behavior Knowledge for Effective Sports and Event Marketing,0415873584,9780415873581
Torkildsen's Sport and Leisure Management,0415497930,9780415497930
"Event Management in Sport, Recreation and Tourism: Theoretical and Practical Dimensions",0415641020,9780415641029
Sport Policy and Governance: Local perspectives,0750685476,9780750685474
Strategic Recreation Management,0415783631,9780415783637
Business Data Communications,0470483369,8587234444449
"Network Routing: Algorithms, Protocols, and Architectures (The Morgan Kaufmann Series in Networking)",0128007370,9780128007372
A Digital Signal Processing Primer: With Applications to Digital Audio and Computer Music,0805316841,9780805316841
Mastering Networks: An Internet Lab Manual,0201781344,9780201781342
"Fundamentals of Natural Computing: Basic Concepts, Algorithms, and Applications (Chapman & Hall/CRC Computer and Information Science Series)",1584886439,9781584886433
CCNA Wireless Study Guide: IUWNE Exam 640-721,047052765X,9780470527658
Industrial Air Quality and Ventilation: Controlling Dust Emissions,1482222167,9781482222166
Solid State Electronic Controls for Air Conditioning and Refrigeration,0138233608,9780138233600
Air Conditioning Applications and Design,0470235950,9780470235959
Digital Signal Processing: A Practical Guide for Engineers and Scientists,075067444X,9780750674447
Pigeon Trouble: Bestiary Biopolitics in a Deindustrialized America,0812222709,9780812222708
The Elusive Eden: A New History of California,0072418109,9780072418101
Field Guide to California Rivers (California Natural History Guides),0520266447,9780520266445
"Handbook of the Indians of California, with 419 Illustrations and 40 Maps (Smithsonian Institution, Bureau of American Ethnology, Bulletin No. 78)",0486233685,0800759233687
An Introduction to Moroccan Arabic and Culture (Arabic Edition),1589016939,9781589016934
¡Arriba!: Comunicación y cultura (6th Edition),0205740375,9780205740376
Henle Latin First Year,0829410260,9780829410266
"Pathways 3: Listening, Speaking, and Critical Thinking - Standalone book",1111398658,9781111398651
Workbook to accompany Prego! An Invitation to Italian,0073266760,9780073266763
"English practice for speakers of Russian: ESL textbook with reader, vocabulary bank, grammar rules, exercises and songs (Russian Edition)",9661529043,9789661529044
Dorm Room Dealers: Drugs and the Privileges of Race and Class,1588268160,9781588268167
Model UN Handbook: A Preparation for MUN Conferences,0761854495,9780761854494
"Another Kind of Public Education: Race, Schools, the Media, and Democratic Possibilities (Race, Education, and Democracy)",0807000256,9780807000250
Deconstructing Privilege: Teaching and Learning as Allies in the Classroom,0415641462,9780415641463
The Best of the Best: Becoming Elite at an American Boarding School,0674035682,0884165665409
McGraw-Hill's Conquering the New GRE Math,0071495959,9780071495950
Whatever Happened to Inclusion?: The Place of Students with Intellectual Disabilities in Education (Disability Studies in Education),1433104342,9781433104343
"Counseling Toward Solutions: A Practical Solution-Focused Program for Working with Students, Teachers, and Parents",0787998060,9780787998066
An Introduction to Evolutionary Ethics,1405193964,9781405193962
Emerging Adults in America: Coming of Age in the 21st Century (Decade of Behavior),1591473292,9781591473299
The Successful Student: How To Develop Good Study Habits,1909623180,9781909623187
Qualitative Research: Studying How Things Work,1606235451,9781606235454
TechCareers: Biomedical Equipment Technicians (Techcareers),1934302295,9781934302293
Ten Things New Teachers Need to Succeed (Volume 2),1412938937,9781412938938
Educational Dialogues: Understanding and Promoting Productive interaction,0415462169,9780415462167
"Handbook of Research in School Consultation (Consultation, Supervision, and Professional Learning in School Psychology Series)",0415501202,9780415501200
Quick Skills: Organizing For Success,0538432233,9780538432238
Professional Learning as Relational Practice,9048187389,9789048187386
"Digital Image Processing and Analysis: Human and Computer Vision Applications with CVIPtools, Second Edition",143980205X,9781439802052
"Human Performance Engineering: Designing High Quality Professional User Interfaces for Computer Products, Applications and Systems (3rd Edition)",0131496344,9780131496347
Introduction to Networking,0072226781,9780072226782
Linear Programming: Methods and Applications: Fifth Edition (Dover Books on Computer Science),048643284X,9780486432847
Foundations of Crystallography with Computer Applications,1466552913,9781466552913
Security+ Guide to Networking Security Fundamentals,0619215666,9780619215668
"Designing and Supporting Computer Networks, CCNA Discovery Learning Guide",1587132125,0619472132128
"Understanding Virtual Reality: Interface, Application, and Design (The Morgan Kaufmann Series in Computer Graphics)",1558603530,9781558603530
"Digital Filters: Analysis, Design and Applications",007002121X,9780070021211
Epocas y Avances: Lengua en su contexto cultural (with Audio CD),0300108362,9780300108361
The Guidebook for Linemen and Cablemen,1111035016,9781111035013
PIC Projects and Applications using C: A Project-based Approach,0080971512,9780080971513
Introduction to Microfabrication,0470749830,9780470749838
High Temperature Electronics (Electronic Packaging),0849396239,9780849396236
Analog Interfacing to Embedded Microprocessor Systems (Embedded Technology Series),0750677236,9780750677233
"Measurements, Modelling and Simulation of Dynamic Systems",3642045871,9783642045875
"Solid-State Physics, Fluidics, and Analytical Techniques in Micro- and   Nanotechnology",1420055119,9781420055115
"CMOS IC Layout: Concepts, Methodologies, and Tools",0750671947,9780750671941
"Atmel AVR Microcontroller Primer: Programming and Interfacing, Second Edition (Synthesis Lectures on Digital Circuits and Systems)",160845861X,9781608458615
The New Southern Politics,1588269116,9781588269119
Green Versus Gold: Sources In California's Environmental History,1559635800,9781559635806
Restoring Paradise: Rethinking and Rebuilding Nature in Hawaii (A Latitude 20 Book),0824836936,9780824836931
"History of the Ojibway People, Second Edition",0873516435,9780873516433
"Cast with Style: Nineteenth Century Cast-Iron Stoves from the Albany Area, Revised Edition (Albany Institute of History and Art)",0939072033,9780939072033
Profits and Politics in Paradise: The Development of Hilton Head Island,1570030391,8580000888607
The Guitar and the New World: A Fugitive History (SUNY series in Italian/American Culture),1438446160,9781438446165
Showtime: A History of the Broadway Musical Theater (College Edition),039392906X,9780393929065
¿Qué le Duele? (Spanish and English Edition),1594604223,9781594604225
Remembering the Kanji 1: A Complete Course on How Not to Forget the Meaning and Writing of Japanese Characters,0824835921,8601400140734
"Intensive Bulgarian, Vol. 2: A Textbook & Reference Grammar",0299167542,9780299167547
Spanish Composition Through Literature (6th Edition),0205696759,9780205696758
Nuevos mundos: Curso de espanol para bilingues,0470588985,9780470588987
"Chicana/o Struggles for Education: Activism in the Community (University of Houston Series in Mexican American Studies, Sponsored by the Center for Mexican American Studies)",160344937X,9781603449373
